PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
P47972,NPTX2,73.15789032,77.78756714,77.90659332,29.63953209,46.49699402,75.3349762,33.56402969,100.6009216,40.09900284,69.29862213,81.56177521,19.76886559,32.58881378,43.29132843,56.3584671,42.2195282,66.74877167,34.70436096,46.60760117,108.8063507,57.4693985,86.39989471,61.68239594,133.3352356,160.7985535,88.60703278,67.6969986,245.1416321,74.02458191,120.1581116,62.51418304,44.11008835,92.63605499,33.04217148,45.96211243,68.469841,161.4695587,96.75261688,56.05281448,48.01551819,152.8080292,157.6968994,47.44488144,123.1245117,60.28858566,84.39438629
P47985,UQCRFS1,70.89347839,70.00727844,36.65866852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.05865097,70.93102264,69.62390137,208.0272217,49.11212158,121.6678391,22.33013535,141.7921753,104.2679672,122.3466568,52.70072937,NaN,86.9691925,161.6390076,807.5894775,23.89979362,8.717686653,86.92784119,NaN,NaN,118.3948135,114.0799408,116.9236145,103.0398636,72.28665924,54.21463013,31.2097168,13.87073612,85.44343567,424.9353943,111.2411728,148.0895691,174.0779724
P48047,ATP5PO,356.682251,88.23905945,10.04187393,216.8162079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187.3009796,357.5232849,402.3106079,1110.858643,237.8706818,778.9135132,112.0572205,721.0001831,514.1082764,651.3545532,390.0055847,39.17428589,298.7377014,1082.96228,446.885376,235.0384216,35.20689011,304.6508179,122.9444275,20.71465111,137.5531769,256.6100464,518.3502808,163.0807953,188.773819,133.3358917,29.75406647,27.34344864,93.93950653,71.80554962,246.9212646,399.5125122,280.869873
P48059,LIMS1,2157.957275,2620.002686,2586.832031,660.5255127,1115.238403,512.0667114,495.8183899,579.9500122,628.7910767,321.1020203,233.6656647,356.8715515,332.5513306,303.3827209,244.0020294,353.6410522,927.8635864,156.8822632,662.3917847,121.3274841,516.9568481,181.4734497,417.2927856,157.3370819,224.433548,241.3077087,646.0050659,136.8557892,464.6383667,62.90091705,276.9326172,61.69300461,124.7205505,636.5177612,283.5130615,638.9009399,428.3128662,356.349823,252.5496063,60.38623428,52.12741089,108.3126373,86.1566925,464.1441345,1495.669312,396.5291138
P48061,CXCL12,170.9343567,237.0009766,338.6499939,305.5803223,279.8294983,428.6231384,265.3507996,340.1806335,262.7564392,306.0470276,277.471405,297.994873,185.31987,141.5848999,442.5072937,359.3252563,432.3551025,447.1494141,471.1456909,240.8573456,652.7905884,183.2703094,333.9960632,208.2595215,234.0855713,141.6919861,501.9794922,361.6314392,153.8804474,531.7870483,486.3554993,203.7315979,360.4385071,1078.297974,107.9774323,331.3430176,207.6111298,153.2847748,97.3602829,63.45222473,212.0971375,334.119812,145.588028,141.0710449,102.6238098,29.87524414
P48147,PREP,39.10311508,22.60165405,31.60583115,43.89457703,27.24425125,50.23155594,68.07159424,26.02127838,44.23273087,6.601489544,51.31152344,54.28740692,43.83292007,NaN,36.86112213,14.24270821,27.18011284,23.35454178,36.58220291,19.87381935,22.87215805,12.58569813,28.93046188,17.3500042,30.93025589,24.64298058,22.82327652,37.29289246,23.01839638,24.26905251,29.82093048,17.35510635,12.21128559,28.77489662,23.88070488,56.25118256,25.10662079,5.886695862,7.326506615,NaN,76.78651428,13.97480774,19.38299179,15.26463223,30.44816589,19.23087692
P48230,TM4SF4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.127227306,NaN,NaN,NaN,NaN,1.621369481,NaN,NaN,1.855231166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.411879301,NaN,NaN,8.870697021,NaN,0.850208461,NaN,5.243607521,4.861798763,1.664488673,NaN,2.939169884,5.224627972,NaN,NaN,2.965677738,NaN,1.29731226,NaN
P48357,LEPR,32.17966843,28.10482407,23.83423615,62.81930923,36.51974487,26.11118507,51.12372589,41.92869949,53.16890717,33.11767197,43.89180374,71.97155762,29.62624931,27.23467445,40.20787048,25.42049408,37.89477158,42.64358139,24.2370739,46.71000671,29.10023499,24.08356476,43.1707077,38.93556976,41.5748291,44.9036026,22.60918808,147.7467957,30.53318977,34.10223007,78.0743866,32.73014832,48.63500977,83.203125,99.47533417,158.8383179,23.15987396,14.41421413,82.91252136,77.29815674,16.62255478,71.01030731,54.1350975,12.8962326,36.2809639,53.87395096
P48426,PIP4K2A,190.1547699,273.8070984,322.6043396,166.1807861,125.4947815,82.60296631,112.7891769,77.20413971,174.8688965,89.92471313,85.19966888,109.1902161,85.33779144,99.64269257,89.13818359,73.54483795,246.9708557,54.51658249,378.4444275,33.74221802,199.2380066,67.83702087,268.2962036,59.40270615,86.97138214,39.29760361,96.54485321,37.08605957,124.9623108,54.87529755,176.0764465,30.8390789,27.12635612,130.9684906,163.7430573,333.8995056,354.7955933,245.5883942,168.272583,20.10667801,35.17104721,26.24887085,34.2559166,301.6548157,462.3536072,75.97836304
P48444,ARCN1,1567.862549,741.6968994,1713.040771,57.0786972,422.2928162,35.00444031,77.83059692,52.29874802,81.75988007,106.2068329,72.92172241,52.11134338,63.70801926,186.5675049,112.5053101,164.9276276,70.29869843,142.17453,87.0526886,53.26269913,110.6382294,117.383812,184.8955231,95.86247253,84.55036926,108.2745972,374.2436218,89.3338089,42.86893463,49.3117981,35.28711319,52.70526123,33.76963425,41.185112,57.63714981,38.53589249,53.888237,53.76491547,30.97350311,43.52942657,38.02820969,45.04081345,25.2201767,137.2657471,121.7848511,188.5698853
P48449,LSS,25.11451721,23.65726471,15.0847435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.43708611,NaN,20.19703674,32.63405228,NaN,46.477211,NaN,58.37839508,36.8274498,50.43835831,38.70623779,NaN,21.80918694,61.36643219,73.01125336,19.95124626,NaN,34.19298935,NaN,NaN,42.74397278,31.25717926,58.09412766,20.20092583,24.38961792,31.56335258,12.43864441,NaN,24.09105682,22.00108528,20.04485321,29.52770615,46.29295731
P48506,GCLC,56.59687042,49.75069427,55.78237534,56.98045731,61.72106552,63.33253098,207.5598907,151.9896088,85.96689606,70.87909698,108.9432678,52.91297531,56.55564499,47.4770813,46.36050034,38.05118561,36.7252655,28.64931679,62.79157257,27.07584381,18.6973629,29.53233337,37.11389923,47.01911163,74.17949677,28.83164787,39.59519196,149.3534698,7.137138367,41.35938644,57.2090416,54.3788681,14.08782959,32.03572845,36.10641479,43.21856308,22.71007919,20.00631905,22.57728195,18.56705666,22.36142349,19.100914,38.52215958,18.96889114,30.83920097,23.07674026
P48507,GCLM,213.2831726,168.6459961,289.5195007,88.8417511,226.4399109,96.26638794,194.1438446,93.1026001,118.0789566,82.42383575,110.208313,114.517189,95.71193695,22.7456131,102.686882,70.7487793,36.39216995,43.30715179,89.63780212,39.35987091,47.58493042,40.63752365,52.1844902,62.93819809,74.21385956,37.99948502,99.86763763,112.4009705,59.37015533,75.28370667,39.3091011,59.59228134,92.41020966,108.3242111,41.85606766,33.36371231,33.26742935,42.16620636,34.4201889,19.1899662,24.39754677,36.93763351,44.39815903,91.14244843,81.22181702,68.13445282
P48509,CD151,2299.037354,1600.606201,1487.747559,895.1343994,1046.587402,272.0389099,361.7430115,541.4455566,910.0836182,504.6105042,252.6689148,553.1768799,515.6394043,442.3963928,264.5086975,210.8793488,978.4049072,233.2475891,983.4949951,119.785141,727.4252319,257.2983398,547.7597046,143.5561523,302.1439514,337.5935059,287.0493774,85.28666687,459.8270874,53.19042587,486.1249695,115.3977203,88.93488312,273.4222107,316.0773621,414.2886963,275.8954773,274.4581909,185.4404755,43.11991119,65.27146912,57.42525482,111.408165,622.5602417,923.0546875,553.7609253
P48556,PSMD8,104.0656204,107.0082016,167.36203,32.84955597,62.18123245,78.87749481,63.25730515,38.83804703,35.06218719,66.64854431,47.0034523,52.30856705,45.8945961,54.17052078,79.8470459,44.93381882,65.35340881,55.57091904,79.06542969,38.71328354,80.90570831,35.23937607,46.75117874,52.18759537,39.67686462,37.1067276,75.95397949,38.68278503,39.1223793,25.15428734,17.87099648,27.71999359,31.00398254,44.36655426,37.51079941,26.69641304,80.26777649,52.36104202,36.43822098,36.31764603,57.72022247,24.76035118,32.11758423,125.1961899,123.5331192,46.65452576
P48595,SERPINB10,10.97703552,2.780683756,19.65115547,25.2930584,NaN,8.31476593,31.95643044,7.744863033,18.76301003,NaN,38.66101456,17.64056396,38.92790604,NaN,NaN,NaN,6.078193665,17.43863297,27.82554054,NaN,43.25950623,NaN,30.05348587,NaN,15.35827732,14.83477879,10.98418903,NaN,NaN,10.10996056,NaN,NaN,NaN,NaN,12.10416126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6929214,6.3314147,46.61079788,7.983916283
P48637,GSS,31.80801773,15.4610672,36.50440979,30.11224937,31.67868996,26.87881279,16.89720345,49.88790894,31.8278923,30.42001915,35.50066757,40.99534988,34.4383049,NaN,7.873199463,14.34509182,41.5887146,18.1867218,31.97496223,25.16529465,33.49003983,17.91846848,34.72077942,16.59480095,26.52514648,43.2463913,31.46895599,36.35743713,14.26274776,NaN,19.02228165,24.46298027,18.3751297,40.13203049,26.50473404,31.56919289,25.02740479,25.47607803,30.18298721,24.46487808,19.23608017,14.19062138,25.96407127,17.57667351,26.05044937,39.69719315
P48643,CCT5,318.2701721,342.0007935,375.4285278,201.8199768,256.903656,173.12323,315.5412292,184.0209656,228.7535095,96.49360657,139.7299347,192.7077789,203.4069366,63.80338287,114.198349,98.22811127,222.232193,57.8097496,182.3166351,80.58512878,161.6702271,85.67482758,176.2589264,104.2149124,80.32205963,70.88736725,101.7800293,79.92220306,102.8205414,70.44564056,92.79871368,45.90465164,55.7805748,168.5306702,92.58456421,102.4674377,154.4072266,147.6269073,92.34972382,38.81409073,47.71580124,36.48952866,96.7853775,186.0940247,535.9577026,106.5854721
P48668,KRT6C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.815538406,NaN,NaN,NaN,NaN,57.26723099,NaN,NaN,16.01422119,NaN,NaN,10.66898155,NaN,6.662709713,NaN,NaN,NaN,4.630133629,NaN,15.99552822,37.0878334,9.68659687,65.78820038,5.75994873,6.952999592,NaN,17.52325249,17.64449692,100.9257202,39.23222351,2.774573088,25.97839928,38.38370132,88.05954742,40.77754211,37.48036575,NaN,NaN
P48681,NES,23.53822708,19.27801895,19.31552696,22.48816872,28.10910225,52.76398087,6.557999611,59.83617401,NaN,16.94616508,24.68446732,45.31272888,13.92152214,NaN,32.28253174,41.54182816,25.97063637,13.12151051,27.9731369,74.18582916,78.29564667,60.51431656,40.47625732,26.70307541,48.65061951,122.3112106,28.62629128,64.59081268,38.88700104,70.5880127,34.16034698,49.75256348,54.94694901,39.74541092,37.69481659,34.21422958,32.07497406,29.27395058,26.57044792,51.03359222,39.22877884,60.32467651,32.37847519,39.48043442,28.57451057,71.12090302
P48723,HSPA13,34.82575989,13.98843098,24.44468117,51.62854767,26.91650772,9.920476913,5.330773354,45.52374649,66.49607849,26.089077,20.23857498,NaN,29.23918152,32.48484421,11.9230547,58.02273178,64.87184906,15.55529881,19.03581047,26.51681328,21.46464539,46.11112976,42.93597794,32.79879379,62.88825226,53.04766083,24.12332726,21.31370735,37.61389923,35.0561142,21.23317528,9.993881226,26.52766037,29.34230614,24.83038902,73.46339417,17.46903419,26.47770119,23.70060921,21.10349846,27.89515305,39.74934006,15.50266552,21.57505608,22.93457413,35.49244308
P48729,CSNK1A1,99.68556213,54.92150879,47.01425171,NaN,75.95288086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.74051285,47.47963333,39.56313705,NaN,NaN,111.171608,24.12141609,NaN,22.61424637,82.82150269,NaN,NaN,NaN,46.2365036,14.81161308,25.54121971,NaN,NaN,30.67541122,NaN,52.81179047,24.62231445,37.74190903,18.27571487,48.87325668,NaN,111.0521545,192.8824768,26.23620987,62.42727661,71.83046722,22.78894234
P48735,IDH2,531.5170898,445.8448486,483.0821533,28.86007118,17.07969475,20.04230881,26.54084587,17.63814735,29.46275711,20.92368126,22.69856071,31.15701294,23.36017418,401.7558289,351.7346802,634.9060059,1966.897217,396.390564,1308.181274,127.1512222,1017.733887,594.2740479,926.6412354,395.9313049,140.1902313,463.7891541,1517.155273,94.09991455,314.9238281,60.52253342,782.2993164,150.1262817,23.45743752,263.5317993,295.5744629,684.1924438,301.3660278,371.5368042,208.507431,70.47730255,65.89501953,189.610672,127.5372696,590.0380859,789.8775024,849.1865845
P48736,PIK3CG,148.3038025,130.7654724,195.1094055,41.98948669,81.6362915,10.69224644,47.47138596,NaN,48.03401566,96.48239136,NaN,15.9843359,NaN,NaN,NaN,3.244287968,30.64413834,NaN,42.17486954,NaN,45.22602463,16.65665627,50.29428864,NaN,NaN,51.44620132,45.75687408,NaN,35.61726379,NaN,26.580513,NaN,NaN,43.30041504,62.16053009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.07262039,108.9187546,27.56157494
P48739,PITPNB,89.54698181,66.20921326,63.05770874,15.00232887,35.95072556,32.80390549,13.58231735,17.76161194,68.47274017,NaN,63.37199783,60.37866211,41.52170181,16.03337669,74.43332672,21.55995178,82.43135834,36.97173309,88.5954895,30.63181877,74.62979889,31.57997322,78.77827454,53.3139534,38.07832718,53.55202484,115.9106369,42.0157814,37.90483475,25.74622536,35.33470154,32.09846115,19.23979187,18.4919014,7.637593269,23.65832329,7.844737053,14.90600395,6.550141335,NaN,NaN,37.61629105,29.98834991,25.11789131,83.48206329,63.27734375
P48740,MASP1,6408.117676,10037.10254,8620.119141,8148.180176,11877.47461,11647.97266,10715.55469,10184.74805,8237.606445,13074.89746,8820.18457,7040.788574,10619.39355,23846.38281,13034.61133,11861.29883,4240.788574,11588.00391,2466.034912,9493.128906,3646.906982,5121.941895,2239.204834,13907.36035,10001.62305,11301.94238,6440.641602,9679.335938,3087.138428,11410.67578,2821.890381,13140.30859,11141.62793,4731.4375,3800.13501,6128.142578,4252.260254,4389.450195,2697.975098,12881.58398,13622.62207,11824.89258,13459.79785,3618.38501,3853.943848,5030.487305
P48960,ADGRE5,46.4479332,4.560237885,9.014591217,25.64270973,15.16358852,10.14611053,16.77482033,14.91661549,26.39089012,34.69140244,9.116143227,13.62966633,NaN,31.21121979,17.68911362,38.1676445,21.9292984,26.36613464,21.62168884,26.76683044,13.48197937,26.93044281,20.74308777,21.37516022,25.58956528,18.39955139,28.08122253,28.20863342,23.82984161,22.24203873,14.92807102,36.77841187,75.45809937,10.68548775,25.21682549,33.58919907,36.8459053,22.78384209,24.4858036,23.62205887,14.31900215,19.37441063,31.94128418,33.5657692,51.68076324,35.95833206
P49006,MARCKSL1,102.8070297,59.78047562,50.21850586,12.63368893,84.70466614,64.70752716,100.7594604,51.65986252,79.53664398,42.73860168,83.41046143,89.64809418,64.08154297,129.5636902,69.24037933,30.68985748,NaN,NaN,NaN,25.78045082,26.95719528,69.64144897,33.23387146,65.99074554,102.0184021,58.97781754,NaN,161.5927582,37.66299438,36.01247406,18.85039711,NaN,58.16538239,35.27242661,32.49737167,28.30179024,17.94831848,25.43623352,11.90857601,18.10272026,34.64999008,22.85553169,45.88998795,NaN,40.22140503,84.08247375
P49023,PXN,43.63445663,19.44054794,10.82099342,9.72222805,4.076992035,45.44144821,46.25720596,24.21038628,36.2142334,NaN,25.02578354,36.45401001,36.05371094,28.45615196,NaN,13.4290123,17.20885468,22.35290527,16.88404274,17.47450066,22.00718117,10.11281109,15.20755291,12.18140411,16.0110054,11.22272491,25.11850929,7.799562454,7.730147362,12.01973534,NaN,14.55418301,11.07361126,19.36515236,NaN,NaN,163.9733887,NaN,NaN,NaN,53.68760681,NaN,21.93621826,9.618000984,25.33016777,15.98525143
P49137,MAPKAPK2,57.14658356,58.05887985,54.31794357,10.13990211,21.2647438,25.98969841,42.48710632,10.57254028,30.11787415,8.013526917,19.8276577,58.22005463,46.02819061,NaN,33.03787613,9.782857895,30.70823479,9.870756149,37.37063599,NaN,37.80757904,3.020642996,35.87488937,NaN,NaN,15.94131565,16.16909218,83.39311218,30.53473854,NaN,21.51596642,9.150852203,NaN,43.94551849,7.25895071,18.55284882,21.73799133,13.51348114,10.29546738,NaN,NaN,NaN,14.83507824,51.46170807,36.33598328,16.21136284
P49184,DNASE1L1,6.461691856,6.040733814,4.388803482,NaN,2.243149519,NaN,1.633078218,1.00421989,4.270086765,NaN,NaN,1.122768044,NaN,21.04076195,2.842259169,NaN,NaN,NaN,NaN,0.728466511,NaN,NaN,2.95130682,2.938291788,NaN,NaN,4.877892971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.83558929,15.30483341,NaN,8.113502502,NaN,NaN,NaN,NaN,4.767176628,9.039493561,5.730609894,2.582576513
P49189,ALDH9A1,32.34125519,51.69662094,44.98701477,49.50268555,41.76674271,58.93781281,87.82804108,88.47483063,44.60087585,36.94092941,67.1413269,99.51335907,65.95030975,37.47180939,46.27966309,44.96619415,43.91198349,36.72612762,35.60914993,40.56477356,23.87063408,21.77732849,39.52289581,43.90935516,46.70912933,40.31728363,45.10011292,226.8456879,30.23061371,27.28224373,23.71836281,22.39204407,52.22536087,71.69850922,76.64337921,146.2486725,31.8815155,37.11294174,44.65690231,29.27018929,40.04839325,32.32273865,146.4076538,27.58205605,41.68975067,66.25657654
P49207,RPL34,61.38574219,28.08085442,64.78323364,NaN,14.99086285,23.3377552,NaN,NaN,NaN,NaN,39.86341858,33.30966949,36.22377014,NaN,NaN,16.82390213,9.336400986,37.41015244,29.94200706,NaN,76.51995087,NaN,90.21834564,157.272934,42.58153534,19.67691422,94.83852386,23.97677803,34.59514999,NaN,NaN,NaN,NaN,47.38113022,63.13614655,24.63197517,71.75984192,58.96765137,54.12917328,NaN,NaN,NaN,NaN,50.6799469,214.0347748,56.00761795
P49247,RPIA,117.7636185,78.58316803,37.52951431,66.19513702,62.36473465,25.38556099,32.4079895,74.52954865,49.60517883,13.83458805,38.16740799,43.30983353,45.96090698,NaN,16.91573524,27.92533493,56.70322037,17.7067318,48.51464081,27.37735748,53.27456284,35.16462708,63.74995804,18.97053337,23.48226166,44.39413071,28.77125168,26.28146935,30.59733963,23.51114464,24.72724533,25.25533676,11.38801384,30.58181763,17.97370148,21.61307907,26.38345337,9.687086105,7.722997665,NaN,24.73363113,NaN,18.8137455,21.50848007,66.34860992,29.00855064
P49257,LMAN1,113.9030991,124.4047623,129.2375793,39.977005,50.31593323,57.57826614,50.22163773,90.42051697,60.53026581,41.51280975,32.38786316,53.01166534,52.7589798,139.7177734,96.63633728,118.0017853,337.727478,107.728981,154.724823,101.1401215,121.2514114,124.9097443,290.9632263,101.799324,292.1789551,132.9187927,134.3488312,225.1640167,75.00070953,129.9366455,220.9956665,49.91899872,84.32907867,72.4487915,105.4411774,137.095047,229.8067474,91.60379791,33.21087646,60.70354462,77.1893158,94.83062744,75.7699585,141.9289398,159.2922821,186.4395142
P49281,SLC11A2,29.09218788,29.85307121,24.76032639,24.83523369,14.21418381,NaN,33.87961197,NaN,NaN,27.79428673,NaN,NaN,NaN,31.67619705,NaN,25.79505539,27.34002113,NaN,NaN,22.1174221,NaN,21.72309303,29.840271,17.6959877,71.47504425,8.518710136,NaN,29.06074333,44.57229614,15.50357819,19.9358902,36.9029808,26.39232063,NaN,NaN,68.55232239,38.42338943,28.18373108,20.52640724,38.6071167,NaN,29.80378532,31.25328636,29.04665184,33.19986343,47.47999573
P49321,NASP,119.4838867,87.23903656,113.6550369,128.3105621,105.2543793,151.7845154,198.8042755,232.5403137,171.65979,74.42372131,185.5317841,272.6283569,223.5442047,97.91986084,130.4519806,105.1644669,106.2125778,137.4476013,73.56197357,139.1264038,137.35112,99.43515778,173.3683929,91.09104156,80.05262756,212.0444946,149.0856323,327.1638794,72.97723389,113.9454575,42.38509369,87.15232086,110.7720337,79.58815765,211.6623535,128.6184692,96.98802948,80.12107086,115.2289352,82.84570313,45.25738525,125.5732651,233.3012085,110.4798965,230.1384735,411.3251648
P49326,FMO5,NaN,4.892389774,4.097167969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.158551693,NaN,NaN,7.379401207,NaN,NaN,1.549104095,NaN,NaN,4.491754532,24.31190681,NaN,NaN,NaN,NaN,NaN,NaN,10.44796371,19.31036377,12.55082226,NaN,NaN,NaN,NaN,6.611352921,9.303001404,NaN,NaN,NaN
P49327,FASN,76.25080109,55.57685852,147.5877991,30.66656113,29.35756683,21.82521248,17.54013062,20.83631897,29.17059898,15.49820709,30.52880287,26.81954384,17.26441383,24.55415916,13.53576088,17.27660179,34.94130325,13.80019283,35.19488907,7.509213448,44.11268616,17.25790215,30.21658516,12.34947586,16.93197441,18.58415794,28.5802536,13.21740246,18.7892952,7.166151524,25.07430458,NaN,11.60976696,37.8045578,26.85210419,33.54970932,14.37944126,17.96392059,13.47475338,17.64675713,26.4546051,13.01476479,16.1926918,20.74219131,53.19085312,28.24194717
P49354,FNTA,130.8426819,18.42024803,27.70146179,10.35622883,16.37916374,28.03714752,25.51544952,NaN,11.08291912,17.01601982,53.98358536,40.59232712,26.87358093,66.815979,11.37354088,NaN,13.96757984,14.71369076,22.80429268,NaN,14.78767967,8.969369888,12.36605167,16.43035507,NaN,14.50639915,18.93195152,21.50395584,16.79727364,NaN,NaN,29.83932114,3.708430767,29.26248741,16.23249435,23.98741341,NaN,15.14818192,15.21441078,NaN,NaN,9.852890968,NaN,11.68960857,16.8543911,12.29121971
P49356,FNTB,135.9893036,171.5863342,147.5458069,70.83245087,99.40429688,92.41034698,130.1767426,236.7108917,104.0119247,245.8492737,330.3301697,184.843811,122.6294785,NaN,90.4970932,85.51343536,174.7612915,76.41956329,484.5653687,158.4737854,98.03603363,53.10840988,72.56292725,87.5559082,150.2111359,26.48330498,174.1322937,84.89692688,52.89635468,102.9583969,77.66087341,85.01205444,93.33946991,58.20526505,NaN,NaN,20.05477333,15.33954906,180.2822571,138.2206726,99.92557526,135.7007904,37.67108536,41.941185,84.77084351,61.15726089
P49368,CCT3,635.2011719,547.8706055,752.7556152,321.1146851,432.1952209,339.7833252,676.7634888,327.2667236,489.7711182,149.7026367,256.1278687,452.0380554,342.0641785,130.1896362,184.4297333,151.7895508,258.459259,83.8588028,332.9254761,95.03258514,269.9052734,123.140274,270.7124634,163.7379913,131.9591522,80.69586182,204.2809753,101.649559,178.508194,98.50691986,131.5133972,70.7804184,85.44838715,392.9863281,122.4769974,172.1147156,182.3007965,217.9460754,172.8803253,72.28233337,79.45071411,58.77840042,120.0683594,286.200531,984.961792,206.2677307
P49407,ARRB1,223.5959167,117.2440643,448.3474731,96.33342743,115.3413086,69.66656494,101.1233521,77.39287567,73.82698059,22.6951828,58.96268463,135.4744873,92.01161194,17.78730011,46.08283615,40.72422791,148.4015198,32.52960968,104.6347656,20.20018387,90.05155182,33.45918655,62.73155975,25.80521393,26.84414101,25.55962753,89.06407166,7.286896229,34.24534988,11.38985538,89.6034317,11.41007137,7.112086773,115.9699783,18.6380806,37.85106659,30.4630909,23.69602776,19.52846718,NaN,46.96878433,14.2139616,6.922360897,30.20259285,179.41185,34.59444427
P49411,TUFM,390.2472229,171.7796326,221.2297363,24.11102295,69.96277618,77.66023254,112.2162247,39.57624054,46.55027008,127.7520981,87.82206726,37.22745514,31.53356171,243.7580566,203.1519775,304.2096558,1221.730469,200.7429352,496.7888794,123.541687,557.1253052,354.914978,440.4872437,282.9291992,94.33753204,324.3759766,671.1682129,117.486084,186.7193604,49.94620132,410.2809143,64.99783325,29.50475502,146.9793243,236.3348389,394.670166,198.2508698,287.959198,141.7068634,79.96475983,51.04803467,99.93652344,79.49381256,342.0292969,428.6864929,400.0950317
